,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
F-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500363239085,0.000351857412817,0.000346242260734,0.000402853523182,0.00153121319199,0.000735419648837,0.00156403376742,9.94593900894e-05,0.0,0.000110406616993,0.00110144169612,0.000336650927516,0.00026455026455,0.00159489633174,0.0282396410662,0.000756200846945,0.00219520432286,0.00117785630153,0.00100401606426,0.000180050414116,0.0,0.000215703192407,0.000584985375366,0.0,0.0,0.000151525431456,0.00042478555181,0.000231827679291,0.00026024411917,0.000249788428903,0.000361361852913,0.000243357696859,0.000282667572266,0.000967134293244,0.000105838723972,0.0,0.0,0.0,0.0,0.00143035937779,0.000505433409148,0.0274051392025,0.00216567406605,0.00113478754255,0.000829646017699,0.00955170657157,0.00095782573558,0.00347122701124,0.0027448178136,0.00375976737026,0.0048050332437,0.000849256900212,0.00207270408163,0.0190017462527,0.0130999309686,0.000193836014732,0.000102923013586,0.0,0.000850257167947,0.0021607133089,0.00303746959728,0.00384538935523,0.00451004684,0.0898205780966,0.00432074925171,0.00071497026028,0.00423378427546,0.00354886080456,0.000401515535536,0.000281590813875,0.000195143166669,0.000344990883481,0.000358473406569,0.000177961184562,0.000358538526898,0.000281492357551,0.00019084630479,0.000845799503153,0.026845560628,0.000342570212902,0.000310903407951,0.00029896477025,0.000296412412322,0.000142828934128,0.00129191833178,9.50026275876e-05,0.000218584357341,0.000394781801744,0.000307764144719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917233414603,0.0179508570144,0.0,0.0454426457593,0.0197434980148,0.0416817210445,0.0400684604579,0.00781040559773,0.039000131571,0.0211396591198,0.0200618493697,7.2406053146e-05,0.000167954316426,0.000150172698603,0.000204227509446,0.00206869633099,0.00106344089595,0.000627078902885,4.57864975619e-05,0.000412104085718,0.000256893303648,0.0,0.000560821042005,0.22563833712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333630444307,0.000303298406033,0.000436035464511,0.000135612596609,0.000328020621585,0.000211052006694,0.000256103852764,0.00030238161745,0.000176492395231,0.00094965367206,0.000184963685463,0.00068073519401,0.000195694716243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013412868506,0.000366651220954,0.00065324588582,0.000530997910598,0.000413844168793,0.000529433499171,0.000140479477763,0.000423314190094,0.00148526479967,0.000452348474587
C-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18427951958e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1328114975e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23104232828e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F#-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03847025527e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53380521863e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G#-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48446816096e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39277537084e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52898185099e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55488092148e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91295115757e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A#-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14435052968e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77744046074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179593463264,0.000770446403926,0.00163843081763,0.0023379972709,0.00178361097089,0.00160216423497,0.00232314639094,0.00102026084027,0.0,0.00155296493003,0.00764526292259,0.00364273567723,0.00291005291005,0.004329004329,0.00365163263025,0.00105868118572,0.000506585612969,0.0015143866734,0.00267737617135,0.00270075621174,0.00841311285176,0.00798101811907,0.00188495287618,0.0,0.0,0.00259206071253,0.00734215752997,0.0405323489457,0.00337227831298,0.00847638424814,0.00502355513718,0.00896272673094,0.0187649391308,0.0324879142141,0.0223845596691,0.0,0.0,0.0,0.0,0.00143035937779,0.0010108668183,0.00362682819282,0.00194910665945,0.0015760938091,0.0021621078037,0.00197401935813,0.00047891286779,0.00381466038075,0.00163490252546,0.00204948998736,0.00273794405708,0.000955414012739,0.00127551020408,0.00755289053475,0.00164217812507,0.00348904826517,0.00339645944833,0.0,0.00759655994313,0.000464963623434,0.00160279761037,0.00360075225907,0.00288507229652,0.00567012192894,0.00115863667085,0.00132345558818,0.00175305130156,0.00169099323603,0.0036224296392,0.00373936435291,0.00208569016536,0.00210426510667,0.00363334644533,0.00105810148393,0.00231311084087,0.0217063447427,0.00297523091513,0.00268309997563,0.00241037606144,0.0241825669173,0.00110445195836,0.00320447392694,0.00512337425908,0.00900448133255,0.00575493332383,0.00118826944573,0.00810772497715,0.00200848962165,0.00327904032284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121988411101,0.0,0.0,0.00184979652238,0.00257153856025,0.00292869947993,0.0,0.00495563648342,0.00148985972465,0.0024236381273,0.00178924543483,0.00221303821359,0.00234160808201,0.000924277113542,0.00691285894152,0.000760263558033,0.00125965737319,0.00315362667067,0.00854351747847,0.000390320062451,0.00272506729587,0.0019357653089,0.000938623200018,0.00203108442247,0.00042815550608,0.0,0.000560821042005,0.00327039419484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293820736332,0.00901392150205,0.0109782966368,0.0197269001867,0.00631408205451,0.0179216244273,0.00419913486437,0.0272048429862,0.00412356417164,0.0548969667435,0.00225039150647,0.00391422736555,0.00772994129159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00368424461131,0.00448160726553,0.00353429698429,0.00249542096901,0.000896821207589,0.00929508125857,0.00156137779742,0.00340498752241,0.00502491310541,0.00112282993917
C#-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102535285683,0.0551036007753,0.000967197692409,0.00245283991388,0.00393740535083,0.00147740554454,0.0013022707938,0.00146301554454,0.0,0.00184088158692,0.00120876721572,0.00316797154868,0.00886243386243,0.00113921166553,0.00226592388113,0.00574712643678,0.000844309354948,0.00117785630153,0.00100401606426,0.000360100828232,0.00406150275602,0.00194132873167,0.00544361390965,0.0,0.0,0.00272981603322,0.00500117425038,0.00283718626185,0.0129233971144,0.00668311997425,0.0257865534236,0.00848617913645,0.00753595735917,0.00751247620985,0.0120699103954,0.0,0.0,0.0,0.0,0.00411228321116,0.000926627916772,0.00176415169399,0.00151597184624,0.000504350018913,0.000628519710378,0.000827814569536,0.001137418061,0.00234233804105,0.00160964656472,0.00342400485331,0.0016229649407,0.000636942675159,0.00175382653061,0.00111801873838,0.00545205556495,0.00290754022097,0.00257307533965,0.0,0.00359616966115,0.00172310048684,0.0024434257277,0.00135314893812,0.00221471726291,0.00226561262896,0.00214830549387,0.000867091592254,0.00276188271094,0.00141286934852,0.00352522959776,0.00672170850784,0.00222454026795,0.00288311980353,0.00112208810416,0.00695214180266,0.0301361067082,0.0117702495622,0.0111823065487,0.00195509105345,0.00106593704885,0.00103780309894,0.0170768369856,0.000922775854481,0.00223500038354,0.00281611779277,0.00331878365066,0.00330140741388,0.000856743710967,0.00587361722195,0.00178192773519,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.00176883196096,0.0,0.0,0.00887902330744,0.00235082766585,0.00123952028494,0.0,0.00104840226199,0.00266153111873,0.00161606995314,0.00425218541601,0.00143037835757,0.00199312274862,0.0071313491054,0.00100789195398,0.000868872637753,0.00554249244206,0.00277819492416,0.00330167806937,0.00429352068696,0.00136253364793,0.000926986204264,0.00123623543417,0.00197221241022,0.00252611748587,0.0,0.000560821042005,0.00212644969446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00629812820087,0.246239568438,0.00925322171997,0.0132337456074,0.0105075768052,0.0107212941127,0.0090966035581,0.0031962118241,0.00696181217725,0.00446412626703,0.00172016227481,0.00187202178353,0.00499021526419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198127199524,0.00187366340625,0.0019570371784,0.000796741602989,0.00602936864022,0.000766755053036,0.00140820689764,0.00245911863744,0.000921267696011,0.00229186873604
A#-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543235525566,0.00610138953346,0.00609293080079,0.0148187701709,0.00991081945146,0.00393318187191,0.0215954453243,0.00528738951185,0.0,0.0107119210388,0.00751430410675,0.0144457776205,0.0437830687831,0.010708589656,0.00587570943865,0.002722323049,0.00270178993583,0.00235571260306,0.00368139223561,0.00486136118113,0.00174064403829,0.0060396893874,0.0043223919402,0.0,0.0,0.00395166940501,0.0284233775932,0.00687163475889,0.0217231753583,0.00431082555076,0.00869525259166,0.018155881735,0.00926327059443,0.0380852254669,0.0037749302241,0.0,0.0,0.0,0.0,0.000953572918529,0.00176901693202,0.00268545156706,0.00162425554954,0.00182826881856,0.00444991954948,0.000700458481915,0.00095782573558,0.0149619448544,0.00406452594898,0.00697235086065,0.00746748851086,0.0180467091295,0.00143494897959,0.00376775789782,0.00637247357502,0.0269432060477,0.0229518320296,0.0,0.00362404694535,0.00235216891855,0.00318317847095,0.00291271042613,0.00544345258299,0.00597463975541,0.00642077821763,0.00664770220728,0.00363840836172,0.00565147739409,0.0342026379357,0.0270676120318,0.00770737451078,0.00893595540064,0.00768338677073,0.00697886440864,0.012964929144,0.0332311013321,0.030315073011,0.0855473615325,0.00514269421874,0.00472912043154,0.006715408645,0.00776628894483,0.00849613747352,0.00462870586123,0.0087329398273,0.00384853189021,0.00432721022671,0.00504990593965,0.00734175557086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00487953644404,0.0,0.0,0.00554938956715,0.00563582702425,0.00516220261867,0.0,0.00379477372087,0.00384375019228,0.00386885839736,0.00423036534973,0.00426594601986,0.00901083504909,0.00438819638769,0.00447152065299,0.00557526609225,0.00251931474639,0.00247784952696,0.00527587732734,0.0249804839969,0.0125951281114,0.00245378701129,0.00764634509283,0.00523960908984,0.00222640863162,0.0,0.00942179350569,0.00656464368237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133262429562,0.0165395670035,0.268889429753,0.00970069822478,0.0190811802286,0.0130608897548,0.0126784789193,0.0136379681973,0.0288053008719,0.0218741790238,0.00601131977755,0.00323349217155,0.00440313111546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673400164434,0.00371731731344,0.00632893275267,0.00496184059262,0.00535174921557,0.00381774946372,0.00292689158363,0.0143796743232,0.00376662842795,0.00330110190004
B-2,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.000914534152869,0.00119510190215,0.00115379531795,0.00135731344174,0.00560323069157,0.00154963426005,0.00203520711995,0.0132120570448,0.0,0.00559288849163,0.000706180237057,0.0017393631255,0.00343915343915,0.000911369332422,0.00290314067036,0.00423472474289,0.00151975683891,0.0010095911156,0.00234270414993,0.00306085703997,0.00145053669858,0.00150992234685,0.000373740656484,0.0,0.0,0.0185711899954,0.00107333526694,0.00604078663765,0.020561641826,0.0036220564425,0.00751779482804,0.00603147155629,0.0177755527746,0.00270044939984,0.031883231091,0.0,0.0,0.0,0.0,0.000655581381489,0.00143206132592,0.00236385173244,0.000324851109908,0.00233261883747,0.000578238133548,0.000573102394294,0.000598641084738,0.00242178268194,0.00514413408423,0.00239725880887,0.00169898224023,0.00254777070064,0.00015943877551,0.000812223330141,0.00210178238766,0.00523357239775,0.0028818443804,0.0,0.000864195810044,0.000984628849625,0.00232013360383,0.0015442716695,0.00248201072568,0.00117543881019,0.000700009655306,0.00206885011485,0.00105844606887,0.00137949448202,0.00278014306412,0.00325858752796,0.0019756753354,0.00174185820234,0.00192562214409,0.00297360062383,0.00254624127316,0.00288771734832,0.0142351628977,0.00103851751998,0.00212988952314,0.00105163435695,0.00280523611239,0.0038562370784,0.0053985118205,0.00404311919019,0.000890265763842,0.0075321029555,0.00231753842017,0.00292690524295,0.00208091222207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000731930466606,0.0,0.0,0.00184979652238,0.00183241370461,0.00151759882142,0.0,0.00169428196736,0.00431400090183,0.00165714856547,0.00243020988176,0.00511877538022,0.00123570054442,0.00209446281693,0.00118067343181,0.00224458764753,0.00344306348673,0.00127646793813,0.00238265427686,0.00148321623731,0.00947127047955,0.00828834723813,0.00405210503423,0.00217826445308,0.000470971056688,0.0,0.000504738937805,0.000931465963213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148808484281,0.0139240845333,0.0063127830661,0.272675133952,0.00703814407229,0.0192906764933,0.00441789921846,0.0185632397571,0.0273501897773,0.0046323891826,0.00180647866136,0.00068073519401,0.000587084148728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.000906024393919,0.00231968795063,0.00266816333218,0.00237423531896,0.00215558194774,0.000744869939174,0.00637825098057,0.00160180281828,0.00153803282808,0.00431452557321
G#-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.0,0.0,0.00504952700562,0.0123969072947,0.00543154588358,0.0128121888736,0.0548712771328,0.00575859850027,0.00584385838623,0.00360941335002,0.0,0.00800348805576,0.00561735265019,0.0097930891607,0.0100529100529,0.0202779676464,0.00835039314849,0.00347852389595,0.00624788922661,0.00807672892479,0.00602409638554,0.0100828231905,0.0298810559907,0.00927523727351,0.00443613909652,0.0,0.0,0.00836238767974,0.00433839840622,0.00365327000563,0.015248364511,0.00338272762455,0.0266439245257,0.0312828034438,0.00344261185236,0.00753690380169,0.00452335445686,0.0,0.0,0.0,0.0,0.00154955599261,0.00395922837166,0.00370453266153,0.00378992961559,0.00365653763712,0.0010056315366,0.00140091696383,0.0832410428328,0.0144062199031,0.00497205680503,0.0141704754483,0.00610851412253,0.0200636942675,0.00637755102041,0.00401118713728,0.00791063599856,0.010854816825,0.0080279950597,0.0,0.00204898038833,0.00333679776817,0.00843990629799,0.00373836062566,0.00370392369832,0.0076677588706,0.00494834411509,0.0018102438505,0.00573876227963,0.00213599145603,0.0306885876228,0.023301190121,0.00772142481878,0.0722518991787,0.00833353445514,0.00651889444599,0.0352215657243,0.0309831578734,0.0247129809851,0.0078949593772,0.00506860343503,0.0064944752267,0.00702594870655,0.00475695244616,0.010501678652,0.00497114849551,0.00428223705306,0.00424233005824,0.00359660174749,0.01191358938,0.0069921309317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00225678560537,0.0,0.0,0.0103588605253,0.00955216219684,0.00266541235497,0.0,0.0036595753049,0.00363807044268,0.00349541646711,0.0073874561894,0.00644299987226,0.00444141001433,0.00534215212414,0.0035676175514,0.0102454565202,0.00512260665099,0.0127646793813,0.00949657918922,0.023731459797,0.00525073942375,0.00218114401003,0.00341109406836,0.00485694101024,0.00303990409317,0.0,0.00353317256463,0.00421739383701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00711307842219,0.0216264867217,0.0181302447817,0.00989159452353,0.320013717989,0.00975490107449,0.00935603538766,0.0114325474305,0.0256414239254,0.0149051576552,0.00484604855913,0.00663716814159,0.00283757338552,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00513095584937,0.00508792268482,0.00834295003934,0.0032328546167,0.00590246620334,0.00439417387226,0.00412375509633,0.00998481620277,0.00298868800911,0.00363475703428
